artifact,f1_min,f2_min,node_id_min,f1_max,f2_max,node_id_max,f1_mean,f2_mean
artifact560,860,860,node1,860,860,node3,860,860
artifact561,861,861,node1,861,861,node3,861,861
artifact562,862,862,node1,862,862,node3,862,862
artifact563,863,863,node1,863,863,node3,863,863
artifact564,864,864,node1,864,864,node3,864,864
artifact565,865,865,node1,865,865,node3,865,865
artifact566,866,866,node1,866,866,node3,866,866
artifact567,867,867,node1,867,867,node3,867,867
artifact568,868,868,node1,868,868,node3,868,868
artifact569,869,869,node1,869,869,node3,869,869
artifact57,357,357,node1,357,357,node3,357,357
artifact570,870,870,node1,870,870,node3,870,870
artifact571,871,871,node1,871,871,node3,871,871
artifact572,872,872,node1,872,872,node3,872,872
artifact573,873,873,node1,873,873,node3,873,873
artifact574,874,874,node1,874,874,node3,874,874
artifact575,875,875,node1,875,875,node3,875,875
artifact576,876,876,node1,876,876,node3,876,876
artifact577,877,877,node1,877,877,node3,877,877
artifact578,878,878,node1,878,878,node3,878,878
artifact579,879,879,node1,879,879,node3,879,879
artifact58,358,358,node1,358,358,node3,358,358
artifact580,880,880,node1,880,880,node3,880,880
artifact581,881,881,node1,881,881,node3,881,881
artifact582,882,882,node1,882,882,node3,882,882
artifact583,883,883,node1,883,883,node3,883,883
artifact584,884,884,node1,884,884,node3,884,884
artifact585,885,885,node1,885,885,node3,885,885
artifact586,886,886,node1,886,886,node3,886,886
artifact587,887,887,node1,887,887,node3,887,887
artifact588,888,888,node1,888,888,node3,888,888
artifact589,889,889,node1,889,889,node3,889,889
artifact59,359,359,node1,359,359,node3,359,359
artifact590,890,890,node1,890,890,node3,890,890
artifact591,891,891,node1,891,891,node3,891,891
artifact592,892,892,node1,892,892,node3,892,892
artifact593,893,893,node1,893,893,node3,893,893
artifact594,894,894,node1,894,894,node3,894,894
artifact595,895,895,node1,895,895,node3,895,895
artifact596,896,896,node1,896,896,node3,896,896
artifact597,897,897,node1,897,897,node3,897,897
artifact598,898,898,node1,898,898,node3,898,898
artifact599,899,899,node1,899,899,node3,899,899
artifact6,306,306,node1,306,306,node3,306,306
artifact60,360,360,node1,360,360,node3,360,360
artifact600,900,900,node1,900,900,node3,900,900
artifact601,901,901,node1,901,901,node3,901,901
artifact602,902,902,node1,902,902,node3,902,902
artifact603,903,903,node1,903,903,node3,903,903
artifact604,904,904,node1,904,904,node3,904,904
artifact605,905,905,node1,905,905,node3,905,905
artifact606,906,906,node1,906,906,node3,906,906
artifact607,907,907,node1,907,907,node3,907,907
artifact608,908,908,node1,908,908,node3,908,908
artifact609,909,909,node1,909,909,node3,909,909
artifact61,361,361,node1,361,361,node3,361,361
artifact610,910,910,node1,910,910,node3,910,910
artifact611,911,911,node1,911,911,node3,911,911
artifact612,912,912,node1,912,912,node3,912,912
artifact613,913,913,node1,913,913,node3,913,913
artifact614,914,914,node1,914,914,node3,914,914
artifact615,915,915,node1,915,915,node3,915,915
artifact616,916,916,node1,916,916,node3,916,916
artifact617,917,917,node1,917,917,node3,917,917
artifact618,918,918,node1,918,918,node3,918,918
artifact619,919,919,node1,919,919,node3,919,919
artifact62,362,362,node1,362,362,node3,362,362
artifact620,920,920,node1,920,920,node3,920,920
artifact621,921,921,node1,921,921,node3,921,921
artifact622,922,922,node1,922,922,node3,922,922
artifact623,923,923,node1,923,923,node3,923,923
artifact624,924,924,node1,924,924,node3,924,924
artifact625,925,925,node1,925,925,node3,925,925
artifact626,926,926,node1,926,926,node3,926,926
artifact627,927,927,node1,927,927,node3,927,927
artifact628,928,928,node1,928,928,node3,928,928
artifact629,929,929,node1,929,929,node3,929,929
artifact63,363,363,node1,363,363,node3,363,363
artifact630,930,930,node1,930,930,node3,930,930
artifact631,931,931,node1,931,931,node3,931,931
artifact632,932,932,node1,932,932,node3,932,932
artifact633,933,933,node1,933,933,node3,933,933
artifact634,934,934,node1,934,934,node3,934,934
artifact635,935,935,node1,935,935,node3,935,935
artifact636,936,936,node1,936,936,node3,936,936
artifact637,937,937,node1,937,937,node3,937,937
artifact638,938,938,node1,938,938,node3,938,938
artifact639,939,939,node1,939,939,node3,939,939
artifact64,364,364,node1,364,364,node3,364,364
artifact640,940,940,node1,940,940,node3,940,940
artifact641,941,941,node1,941,941,node3,941,941
artifact642,942,942,node1,942,942,node3,942,942
artifact643,943,943,node1,943,943,node3,943,943
artifact644,944,944,node1,944,944,node3,944,944
artifact645,945,945,node1,945,945,node3,945,945
artifact646,946,946,node1,946,946,node3,946,946
artifact647,947,947,node1,947,947,node3,947,947
artifact648,948,948,node1,948,948,node3,948,948
artifact649,949,949,node1,949,949,node3,949,949
artifact65,365,365,node1,365,365,node3,365,365
artifact650,950,950,node1,950,950,node3,950,950
artifact651,951,951,node1,951,951,node3,951,951
artifact652,952,952,node1,952,952,node3,952,952
artifact653,953,953,node1,953,953,node3,953,953
artifact654,954,954,node1,954,954,node3,954,954
artifact655,955,955,node1,955,955,node3,955,955
artifact656,956,956,node1,956,956,node3,956,956
artifact657,957,957,node1,957,957,node3,957,957
artifact658,958,958,node1,958,958,node3,958,958
artifact659,959,959,node1,959,959,node3,959,959
artifact66,366,366,node1,366,366,node3,366,366
artifact660,960,960,node1,960,960,node3,960,960
artifact661,961,961,node1,961,961,node3,961,961
artifact662,962,962,node1,962,962,node3,962,962
artifact663,963,963,node1,963,963,node3,963,963
artifact664,964,964,node1,964,964,node3,964,964
artifact665,965,965,node1,965,965,node3,965,965
artifact666,966,966,node1,966,966,node3,966,966
artifact667,967,967,node1,967,967,node3,967,967
artifact668,968,968,node1,968,968,node3,968,968
artifact669,969,969,node1,969,969,node3,969,969
artifact67,367,367,node1,367,367,node3,367,367
artifact670,970,970,node1,970,970,node3,970,970
artifact671,971,971,node1,971,971,node3,971,971
artifact672,972,972,node1,972,972,node3,972,972
artifact673,973,973,node1,973,973,node3,973,973
artifact674,974,974,node1,974,974,node3,974,974
artifact675,975,975,node1,975,975,node3,975,975
artifact676,976,976,node1,976,976,node3,976,976
artifact677,977,977,node1,977,977,node3,977,977
artifact678,978,978,node1,978,978,node3,978,978
artifact679,979,979,node1,979,979,node3,979,979
artifact68,368,368,node1,368,368,node3,368,368
artifact680,980,980,node1,980,980,node3,980,980
artifact681,981,981,node1,981,981,node3,981,981
artifact682,982,982,node1,982,982,node3,982,982
artifact683,983,983,node1,983,983,node3,983,983
artifact684,984,984,node1,984,984,node3,984,984
artifact685,985,985,node1,985,985,node3,985,985
artifact686,986,986,node1,986,986,node3,986,986
artifact687,987,987,node1,987,987,node3,987,987
artifact688,988,988,node1,988,988,node3,988,988
artifact689,989,989,node1,989,989,node3,989,989
artifact69,369,369,node1,369,369,node3,369,369
artifact690,990,990,node1,990,990,node3,990,990
artifact691,991,991,node1,991,991,node3,991,991
artifact692,992,992,node1,992,992,node3,992,992
artifact693,993,993,node1,993,993,node3,993,993
artifact694,994,994,node1,994,994,node3,994,994
artifact695,995,995,node1,995,995,node3,995,995
artifact696,996,996,node1,996,996,node3,996,996
artifact697,997,997,node1,997,997,node3,997,997
artifact698,998,998,node1,998,998,node3,998,998
artifact699,999,999,node1,999,999,node3,999,999
artifact7,307,307,node1,307,307,node3,307,307
artifact70,370,370,node1,370,370,node3,370,370
artifact700,1000,1000,node1,1000,1000,node3,1000,1000
artifact701,1001,1001,node1,1001,1001,node3,1001,1001
artifact702,1002,1002,node1,1002,1002,node3,1002,1002
artifact703,1003,1003,node1,1003,1003,node3,1003,1003
artifact704,1004,1004,node1,1004,1004,node3,1004,1004
artifact705,1005,1005,node1,1005,1005,node3,1005,1005
artifact706,1006,1006,node1,1006,1006,node3,1006,1006
artifact707,1007,1007,node1,1007,1007,node3,1007,1007
artifact708,1008,1008,node1,1008,1008,node3,1008,1008
artifact709,1009,1009,node1,1009,1009,node3,1009,1009
artifact71,371,371,node1,371,371,node3,371,371
artifact710,1010,1010,node1,1010,1010,node3,1010,1010
artifact711,1011,1011,node1,1011,1011,node3,1011,1011
artifact712,1012,1012,node1,1012,1012,node3,1012,1012
artifact713,1013,1013,node1,1013,1013,node3,1013,1013
artifact714,1014,1014,node1,1014,1014,node3,1014,1014
artifact715,1015,1015,node1,1015,1015,node3,1015,1015
artifact716,1016,1016,node1,1016,1016,node3,1016,1016
artifact717,1017,1017,node1,1017,1017,node3,1017,1017
artifact718,1018,1018,node1,1018,1018,node3,1018,1018
artifact719,1019,1019,node1,1019,1019,node3,1019,1019
artifact72,372,372,node1,372,372,node3,372,372
artifact720,1020,1020,node1,1020,1020,node3,1020,1020
artifact721,1021,1021,node1,1021,1021,node3,1021,1021
artifact722,1022,1022,node1,1022,1022,node3,1022,1022
artifact723,1023,1023,node1,1023,1023,node3,1023,1023
artifact724,1024,1024,node1,1024,1024,node3,1024,1024
artifact725,1025,1025,node1,1025,1025,node3,1025,1025
artifact726,1026,1026,node1,1026,1026,node3,1026,1026
artifact727,1027,1027,node1,1027,1027,node3,1027,1027
artifact728,1028,1028,node1,1028,1028,node3,1028,1028
artifact729,1029,1029,node1,1029,1029,node3,1029,1029
artifact73,373,373,node1,373,373,node3,373,373
artifact730,1030,1030,node1,1030,1030,node3,1030,1030
artifact731,1031,1031,node1,1031,1031,node3,1031,1031
artifact732,1032,1032,node1,1032,1032,node3,1032,1032
artifact733,1033,1033,node1,1033,1033,node3,1033,1033
artifact734,1034,1034,node1,1034,1034,node3,1034,1034
artifact735,1035,1035,node1,1035,1035,node3,1035,1035
artifact736,1036,1036,node1,1036,1036,node3,1036,1036
artifact737,1037,1037,node1,1037,1037,node3,1037,1037
artifact738,1038,1038,node1,1038,1038,node3,1038,1038
artifact739,1039,1039,node1,1039,1039,node3,1039,1039
artifact74,374,374,node1,374,374,node3,374,374
artifact740,1040,1040,node1,1040,1040,node3,1040,1040
artifact741,1041,1041,node1,1041,1041,node3,1041,1041
artifact742,1042,1042,node1,1042,1042,node3,1042,1042
artifact743,1043,1043,node1,1043,1043,node3,1043,1043
artifact744,1044,1044,node1,1044,1044,node3,1044,1044
artifact745,1045,1045,node1,1045,1045,node3,1045,1045
artifact746,1046,1046,node1,1046,1046,node3,1046,1046
artifact747,1047,1047,node1,1047,1047,node3,1047,1047
artifact748,1048,1048,node1,1048,1048,node3,1048,1048
artifact749,1049,1049,node1,1049,1049,node3,1049,1049
artifact75,375,375,node1,375,375,node3,375,375
artifact750,1050,1050,node1,1050,1050,node3,1050,1050
artifact751,1051,1051,node1,1051,1051,node3,1051,1051
artifact752,1052,1052,node1,1052,1052,node3,1052,1052
artifact753,1053,1053,node1,1053,1053,node3,1053,1053
artifact754,1054,1054,node1,1054,1054,node3,1054,1054
artifact755,1055,1055,node1,1055,1055,node3,1055,1055
artifact756,1056,1056,node1,1056,1056,node3,1056,1056
artifact757,1057,1057,node1,1057,1057,node3,1057,1057
artifact758,1058,1058,node1,1058,1058,node3,1058,1058
artifact759,1059,1059,node1,1059,1059,node3,1059,1059
artifact76,376,376,node1,376,376,node3,376,376
artifact760,1060,1060,node1,1060,1060,node3,1060,1060
artifact761,1061,1061,node1,1061,1061,node3,1061,1061
artifact762,1062,1062,node1,1062,1062,node3,1062,1062
artifact763,1063,1063,node1,1063,1063,node3,1063,1063
artifact764,1064,1064,node1,1064,1064,node3,1064,1064
artifact765,1065,1065,node1,1065,1065,node3,1065,1065
artifact766,1066,1066,node1,1066,1066,node3,1066,1066
artifact767,1067,1067,node1,1067,1067,node3,1067,1067
artifact768,1068,1068,node1,1068,1068,node3,1068,1068
artifact769,1069,1069,node1,1069,1069,node3,1069,1069
artifact77,377,377,node1,377,377,node3,377,377
artifact770,1070,1070,node1,1070,1070,node3,1070,1070
artifact771,1071,1071,node1,1071,1071,node3,1071,1071
artifact772,1072,1072,node1,1072,1072,node3,1072,1072
artifact773,1073,1073,node1,1073,1073,node3,1073,1073
artifact774,1074,1074,node1,1074,1074,node3,1074,1074
artifact775,1075,1075,node1,1075,1075,node3,1075,1075
artifact776,1076,1076,node1,1076,1076,node3,1076,1076
artifact777,1077,1077,node1,1077,1077,node3,1077,1077
artifact778,1078,1078,node1,1078,1078,node3,1078,1078
artifact779,1079,1079,node1,1079,1079,node3,1079,1079
artifact78,378,378,node1,378,378,node3,378,378
artifact780,1080,1080,node1,1080,1080,node3,1080,1080
artifact781,1081,1081,node1,1081,1081,node3,1081,1081
artifact782,1082,1082,node1,1082,1082,node3,1082,1082
artifact783,1083,1083,node1,1083,1083,node3,1083,1083
artifact784,1084,1084,node1,1084,1084,node3,1084,1084
artifact785,1085,1085,node1,1085,1085,node3,1085,1085
artifact786,1086,1086,node1,1086,1086,node3,1086,1086
artifact787,1087,1087,node1,1087,1087,node3,1087,1087
artifact788,1088,1088,node1,1088,1088,node3,1088,1088
artifact789,1089,1089,node1,1089,1089,node3,1089,1089
artifact79,379,379,node1,379,379,node3,379,379
artifact790,1090,1090,node1,1090,1090,node3,1090,1090
artifact791,1091,1091,node1,1091,1091,node3,1091,1091
artifact792,1092,1092,node1,1092,1092,node3,1092,1092
artifact793,1093,1093,node1,1093,1093,node3,1093,1093
artifact794,1094,1094,node1,1094,1094,node3,1094,1094
artifact795,1095,1095,node1,1095,1095,node3,1095,1095
artifact796,1096,1096,node1,1096,1096,node3,1096,1096
artifact797,1097,1097,node1,1097,1097,node3,1097,1097
artifact798,1098,1098,node1,1098,1098,node3,1098,1098
artifact799,1099,1099,node1,1099,1099,node3,1099,1099
artifact8,308,308,node1,308,308,node3,308,308
artifact80,380,380,node1,380,380,node3,380,380
artifact800,1100,1100,node1,1100,1100,node3,1100,1100
artifact801,1101,1101,node1,1101,1101,node3,1101,1101
artifact802,1102,1102,node1,1102,1102,node3,1102,1102
artifact803,1103,1103,node1,1103,1103,node3,1103,1103
artifact804,1104,1104,node1,1104,1104,node3,1104,1104
artifact805,1105,1105,node1,1105,1105,node3,1105,1105
artifact806,1106,1106,node1,1106,1106,node3,1106,1106
artifact807,1107,1107,node1,1107,1107,node3,1107,1107
artifact808,1108,1108,node1,1108,1108,node3,1108,1108
artifact809,1109,1109,node1,1109,1109,node3,1109,1109
artifact81,381,381,node1,381,381,node3,381,381
artifact810,1110,1110,node1,1110,1110,node3,1110,1110
artifact811,1111,1111,node1,1111,1111,node3,1111,1111
artifact812,1112,1112,node1,1112,1112,node3,1112,1112
artifact813,1113,1113,node1,1113,1113,node3,1113,1113
artifact814,1114,1114,node1,1114,1114,node3,1114,1114
artifact815,1115,1115,node1,1115,1115,node3,1115,1115
artifact816,1116,1116,node1,1116,1116,node3,1116,1116
artifact817,1117,1117,node1,1117,1117,node3,1117,1117
artifact818,1118,1118,node1,1118,1118,node3,1118,1118
artifact819,1119,1119,node1,1119,1119,node3,1119,1119
artifact82,382,382,node1,382,382,node3,382,382
artifact820,1120,1120,node1,1120,1120,node3,1120,1120
artifact821,1121,1121,node1,1121,1121,node3,1121,1121
artifact822,1122,1122,node1,1122,1122,node3,1122,1122
artifact823,1123,1123,node1,1123,1123,node3,1123,1123
artifact824,1124,1124,node1,1124,1124,node3,1124,1124
artifact825,1125,1125,node1,1125,1125,node3,1125,1125
artifact826,1126,1126,node1,1126,1126,node3,1126,1126
artifact827,1127,1127,node1,1127,1127,node3,1127,1127
artifact828,1128,1128,node1,1128,1128,node3,1128,1128
artifact829,1129,1129,node1,1129,1129,node3,1129,1129
artifact83,383,383,node1,383,383,node3,383,383
artifact830,1130,1130,node1,1130,1130,node3,1130,1130
artifact831,1131,1131,node1,1131,1131,node3,1131,1131
artifact832,1132,1132,node1,1132,1132,node3,1132,1132
artifact833,1133,1133,node1,1133,1133,node3,1133,1133
artifact834,1134,1134,node1,1134,1134,node3,1134,1134
artifact835,1135,1135,node1,1135,1135,node3,1135,1135
artifact836,1136,1136,node1,1136,1136,node3,1136,1136
artifact837,1137,1137,node1,1137,1137,node3,1137,1137
artifact838,1138,1138,node1,1138,1138,node3,1138,1138
artifact839,1139,1139,node1,1139,1139,node3,1139,1139
artifact84,384,384,node1,384,384,node3,384,384
artifact840,1140,1140,node1,1140,1140,node3,1140,1140
artifact841,1141,1141,node1,1141,1141,node3,1141,1141
artifact842,1142,1142,node1,1142,1142,node3,1142,1142
artifact843,1143,1143,node1,1143,1143,node3,1143,1143
artifact844,1144,1144,node1,1144,1144,node3,1144,1144
artifact845,1145,1145,node1,1145,1145,node3,1145,1145
artifact846,1146,1146,node1,1146,1146,node3,1146,1146
artifact847,1147,1147,node1,1147,1147,node3,1147,1147
artifact848,1148,1148,node1,1148,1148,node3,1148,1148
artifact849,1149,1149,node1,1149,1149,node3,1149,1149
artifact85,385,385,node1,385,385,node3,385,385
artifact850,1150,1150,node1,1150,1150,node3,1150,1150
artifact851,1151,1151,node1,1151,1151,node3,1151,1151
artifact852,1152,1152,node1,1152,1152,node3,1152,1152
artifact853,1153,1153,node1,1153,1153,node3,1153,1153
artifact854,1154,1154,node1,1154,1154,node3,1154,1154
artifact855,1155,1155,node1,1155,1155,node3,1155,1155
artifact856,1156,1156,node1,1156,1156,node3,1156,1156
artifact857,1157,1157,node1,1157,1157,node3,1157,1157
artifact858,1158,1158,node1,1158,1158,node3,1158,1158
artifact859,1159,1159,node1,1159,1159,node3,1159,1159
artifact86,386,386,node1,386,386,node3,386,386
artifact860,1160,1160,node1,1160,1160,node3,1160,1160
artifact861,1161,1161,node1,1161,1161,node3,1161,1161
artifact862,1162,1162,node1,1162,1162,node3,1162,1162
artifact863,1163,1163,node1,1163,1163,node3,1163,1163
artifact864,1164,1164,node1,1164,1164,node3,1164,1164
artifact865,1165,1165,node1,1165,1165,node3,1165,1165
artifact866,1166,1166,node1,1166,1166,node3,1166,1166
artifact867,1167,1167,node1,1167,1167,node3,1167,1167
artifact868,1168,1168,node1,1168,1168,node3,1168,1168
artifact869,1169,1169,node1,1169,1169,node3,1169,1169
artifact87,387,387,node1,387,387,node3,387,387
artifact870,1170,1170,node1,1170,1170,node3,1170,1170
artifact871,1171,1171,node1,1171,1171,node3,1171,1171
artifact872,1172,1172,node1,1172,1172,node3,1172,1172
artifact873,1173,1173,node1,1173,1173,node3,1173,1173
artifact874,1174,1174,node1,1174,1174,node3,1174,1174
artifact875,1175,1175,node1,1175,1175,node3,1175,1175
artifact876,1176,1176,node1,1176,1176,node3,1176,1176
artifact877,1177,1177,node1,1177,1177,node3,1177,1177
artifact878,1178,1178,node1,1178,1178,node3,1178,1178
artifact879,1179,1179,node1,1179,1179,node3,1179,1179
artifact88,388,388,node1,388,388,node3,388,388
artifact880,1180,1180,node1,1180,1180,node3,1180,1180
artifact881,1181,1181,node1,1181,1181,node3,1181,1181
artifact882,1182,1182,node1,1182,1182,node3,1182,1182
artifact883,1183,1183,node1,1183,1183,node3,1183,1183
artifact884,1184,1184,node1,1184,1184,node3,1184,1184
artifact885,1185,1185,node1,1185,1185,node3,1185,1185
artifact886,1186,1186,node1,1186,1186,node3,1186,1186
artifact887,1187,1187,node1,1187,1187,node3,1187,1187
artifact888,1188,1188,node1,1188,1188,node3,1188,1188
artifact889,1189,1189,node1,1189,1189,node3,1189,1189
artifact89,389,389,node1,389,389,node3,389,389
artifact890,1190,1190,node1,1190,1190,node3,1190,1190
artifact891,1191,1191,node1,1191,1191,node3,1191,1191
artifact892,1192,1192,node1,1192,1192,node3,1192,1192
artifact893,1193,1193,node1,1193,1193,node3,1193,1193
artifact894,1194,1194,node1,1194,1194,node3,1194,1194
artifact895,1195,1195,node1,1195,1195,node3,1195,1195
artifact896,1196,1196,node1,1196,1196,node3,1196,1196
artifact897,1197,1197,node1,1197,1197,node3,1197,1197
artifact898,1198,1198,node1,1198,1198,node3,1198,1198
artifact899,1199,1199,node1,1199,1199,node3,1199,1199
artifact9,309,309,node1,309,309,node3,309,309
artifact90,390,390,node1,390,390,node3,390,390
artifact900,1200,1200,node1,1200,1200,node3,1200,1200
artifact901,1201,1201,node1,1201,1201,node3,1201,1201
artifact902,1202,1202,node1,1202,1202,node3,1202,1202
artifact903,1203,1203,node1,1203,1203,node3,1203,1203
artifact904,1204,1204,node1,1204,1204,node3,1204,1204
artifact905,1205,1205,node1,1205,1205,node3,1205,1205
artifact906,1206,1206,node1,1206,1206,node3,1206,1206
artifact907,1207,1207,node1,1207,1207,node3,1207,1207
artifact908,1208,1208,node1,1208,1208,node3,1208,1208
artifact909,1209,1209,node1,1209,1209,node3,1209,1209
artifact91,391,391,node1,391,391,node3,391,391
artifact910,1210,1210,node1,1210,1210,node3,1210,1210
artifact911,1211,1211,node1,1211,1211,node3,1211,1211
artifact912,1212,1212,node1,1212,1212,node3,1212,1212
artifact913,1213,1213,node1,1213,1213,node3,1213,1213
artifact914,1214,1214,node1,1214,1214,node3,1214,1214
artifact915,1215,1215,node1,1215,1215,node3,1215,1215
artifact916,1216,1216,node1,1216,1216,node3,1216,1216
artifact917,1217,1217,node1,1217,1217,node3,1217,1217
artifact918,1218,1218,node1,1218,1218,node3,1218,1218
artifact919,1219,1219,node1,1219,1219,node3,1219,1219
artifact92,392,392,node1,392,392,node3,392,392
artifact920,1220,1220,node1,1220,1220,node3,1220,1220
artifact921,1221,1221,node1,1221,1221,node3,1221,1221
artifact922,1222,1222,node1,1222,1222,node3,1222,1222
artifact923,1223,1223,node1,1223,1223,node3,1223,1223
artifact924,1224,1224,node1,1224,1224,node3,1224,1224
artifact925,1225,1225,node1,1225,1225,node3,1225,1225
artifact926,1226,1226,node1,1226,1226,node3,1226,1226
artifact927,1227,1227,node1,1227,1227,node3,1227,1227
artifact928,1228,1228,node1,1228,1228,node3,1228,1228
artifact929,1229,1229,node1,1229,1229,node3,1229,1229
artifact93,393,393,node1,393,393,node3,393,393
artifact930,1230,1230,node1,1230,1230,node3,1230,1230
artifact931,1231,1231,node1,1231,1231,node3,1231,1231
artifact932,1232,1232,node1,1232,1232,node3,1232,1232
artifact933,1233,1233,node1,1233,1233,node3,1233,1233
artifact934,1234,1234,node1,1234,1234,node3,1234,1234
artifact935,1235,1235,node1,1235,1235,node3,1235,1235
artifact936,1236,1236,node1,1236,1236,node3,1236,1236
artifact937,1237,1237,node1,1237,1237,node3,1237,1237
artifact938,1238,1238,node1,1238,1238,node3,1238,1238
artifact939,1239,1239,node1,1239,1239,node3,1239,1239
artifact94,394,394,node1,394,394,node3,394,394
artifact940,1240,1240,node1,1240,1240,node3,1240,1240
artifact941,1241,1241,node1,1241,1241,node3,1241,1241
artifact942,1242,1242,node1,1242,1242,node3,1242,1242
artifact943,1243,1243,node1,1243,1243,node3,1243,1243
artifact944,1244,1244,node1,1244,1244,node3,1244,1244
artifact945,1245,1245,node1,1245,1245,node3,1245,1245
artifact946,1246,1246,node1,1246,1246,node3,1246,1246
artifact947,1247,1247,node1,1247,1247,node3,1247,1247
artifact948,1248,1248,node1,1248,1248,node3,1248,1248
artifact949,1249,1249,node1,1249,1249,node3,1249,1249
artifact95,395,395,node1,395,395,node3,395,395
artifact950,1250,1250,node1,1250,1250,node3,1250,1250
artifact951,1251,1251,node1,1251,1251,node3,1251,1251
artifact952,1252,1252,node1,1252,1252,node3,1252,1252
artifact953,1253,1253,node1,1253,1253,node3,1253,1253
artifact954,1254,1254,node1,1254,1254,node3,1254,1254
artifact955,1255,1255,node1,1255,1255,node3,1255,1255
artifact956,1256,1256,node1,1256,1256,node3,1256,1256
artifact957,1257,1257,node1,1257,1257,node3,1257,1257
artifact958,1258,1258,node1,1258,1258,node3,1258,1258
artifact959,1259,1259,node1,1259,1259,node3,1259,1259
artifact96,396,396,node1,396,396,node3,396,396
artifact960,1260,1260,node1,1260,1260,node3,1260,1260
artifact961,1261,1261,node1,1261,1261,node3,1261,1261
artifact962,1262,1262,node1,1262,1262,node3,1262,1262
artifact963,1263,1263,node1,1263,1263,node3,1263,1263
artifact964,1264,1264,node1,1264,1264,node3,1264,1264
artifact965,1265,1265,node1,1265,1265,node3,1265,1265
artifact966,1266,1266,node1,1266,1266,node3,1266,1266
artifact967,1267,1267,node1,1267,1267,node3,1267,1267
artifact968,1268,1268,node1,1268,1268,node3,1268,1268
artifact969,1269,1269,node1,1269,1269,node3,1269,1269
artifact97,397,397,node1,397,397,node3,397,397
artifact970,1270,1270,node1,1270,1270,node3,1270,1270
artifact971,1271,1271,node1,1271,1271,node3,1271,1271
artifact972,1272,1272,node1,1272,1272,node3,1272,1272
artifact973,1273,1273,node1,1273,1273,node3,1273,1273
artifact974,1274,1274,node1,1274,1274,node3,1274,1274
artifact975,1275,1275,node1,1275,1275,node3,1275,1275
artifact976,1276,1276,node1,1276,1276,node3,1276,1276
artifact977,1277,1277,node1,1277,1277,node3,1277,1277
artifact978,1278,1278,node1,1278,1278,node3,1278,1278
artifact979,1279,1279,node1,1279,1279,node3,1279,1279
artifact98,398,398,node1,398,398,node3,398,398
artifact980,1280,1280,node1,1280,1280,node3,1280,1280
artifact981,1281,1281,node1,1281,1281,node3,1281,1281
artifact982,1282,1282,node1,1282,1282,node3,1282,1282
artifact983,1283,1283,node1,1283,1283,node3,1283,1283
artifact984,1284,1284,node1,1284,1284,node3,1284,1284
artifact985,1285,1285,node1,1285,1285,node3,1285,1285
artifact986,1286,1286,node1,1286,1286,node3,1286,1286
artifact987,1287,1287,node1,1287,1287,node3,1287,1287
artifact988,1288,1288,node1,1288,1288,node3,1288,1288
artifact989,1289,1289,node1,1289,1289,node3,1289,1289
artifact99,399,399,node1,399,399,node3,399,399
artifact990,1290,1290,node1,1290,1290,node3,1290,1290
artifact991,1291,1291,node1,1291,1291,node3,1291,1291
artifact992,1292,1292,node1,1292,1292,node3,1292,1292
artifact993,1293,1293,node1,1293,1293,node3,1293,1293
artifact994,1294,1294,node1,1294,1294,node3,1294,1294
artifact995,1295,1295,node1,1295,1295,node3,1295,1295
artifact996,1296,1296,node1,1296,1296,node3,1296,1296
artifact997,1297,1297,node1,1297,1297,node3,1297,1297
artifact998,1298,1298,node1,1298,1298,node3,1298,1298
artifact999,1299,1299,node1,1299,1299,node3,1299,1299
