artifact,f1_min,f2_min,f3_min,f4_min,f5_min,f6_min,f7_min,f8_min,f9_min,f10_min,node_id_min,f1_max,f2_max,f3_max,f4_max,f5_max,f6_max,f7_max,f8_max,f9_max,f10_max,node_id_max,f1_mean,f2_mean,f3_mean,f4_mean,f5_mean,f6_mean,f7_mean,f8_mean,f9_mean,f10_mean
artifact717,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,node1,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,node9,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017
artifact718,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,node1,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,node9,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018
artifact719,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,node1,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,node9,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019
artifact72,372,372,372,372,372,372,372,372,372,372,node1,372,372,372,372,372,372,372,372,372,372,node9,372,372,372,372,372,372,372,372,372,372
artifact720,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,node1,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,node9,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020
artifact721,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,node1,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,node9,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021
artifact722,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,node1,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,node9,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022
artifact723,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,node1,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,node9,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
artifact724,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,node1,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,node9,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024
artifact725,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,node1,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,node9,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025
artifact726,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,node1,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,node9,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026
artifact727,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,node1,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,node9,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027
artifact728,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,node1,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,node9,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028
artifact729,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,node1,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,node9,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029
artifact73,373,373,373,373,373,373,373,373,373,373,node1,373,373,373,373,373,373,373,373,373,373,node9,373,373,373,373,373,373,373,373,373,373
artifact730,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,node1,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,node9,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030
artifact731,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,node1,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,node9,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031
artifact732,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,node1,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,node9,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032
artifact733,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,node1,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,node9,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033
artifact734,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,node1,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,node9,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034
artifact735,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,node1,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,node9,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035
artifact736,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,node1,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,node9,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036
artifact737,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,node1,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,node9,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037
artifact738,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,node1,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,node9,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038
artifact739,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,node1,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,node9,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039
artifact74,374,374,374,374,374,374,374,374,374,374,node1,374,374,374,374,374,374,374,374,374,374,node9,374,374,374,374,374,374,374,374,374,374
artifact740,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,node1,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,node9,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040
artifact741,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,node1,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,node9,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041
artifact742,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,node1,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,node9,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042
artifact743,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,node1,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,node9,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043
artifact744,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,node1,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,node9,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044
artifact745,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,node1,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,node9,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045
artifact746,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,node1,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,node9,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046
artifact747,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,node1,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,node9,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047
artifact748,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,node1,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,node9,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048
artifact749,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,node1,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,node9,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049
artifact75,375,375,375,375,375,375,375,375,375,375,node1,375,375,375,375,375,375,375,375,375,375,node9,375,375,375,375,375,375,375,375,375,375
artifact750,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,node1,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,node9,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050
artifact751,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,node1,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,node9,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051
artifact752,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,node1,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,node9,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052
artifact753,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,node1,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,node9,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053
artifact754,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,node1,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,node9,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054
artifact755,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,node1,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,node9,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055
artifact756,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,node1,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,node9,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056
artifact757,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,node1,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,node9,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057
artifact758,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,node1,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,node9,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
artifact759,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,node1,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,node9,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059
artifact76,376,376,376,376,376,376,376,376,376,376,node1,376,376,376,376,376,376,376,376,376,376,node9,376,376,376,376,376,376,376,376,376,376
artifact760,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,node1,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,node9,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060
artifact761,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,node1,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,node9,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061
artifact762,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,node1,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,node9,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062
artifact763,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,node1,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,node9,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063
artifact764,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,node1,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,node9,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064
artifact765,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,node1,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,node9,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065
artifact766,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,node1,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,node9,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066
artifact767,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,node1,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,node9,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067
artifact768,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,node1,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,node9,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068
artifact769,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,node1,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,node9,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069
artifact77,377,377,377,377,377,377,377,377,377,377,node1,377,377,377,377,377,377,377,377,377,377,node9,377,377,377,377,377,377,377,377,377,377
artifact770,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,node1,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,node9,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070
artifact771,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,node1,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,node9,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071
artifact772,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,node1,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,node9,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072
artifact773,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,node1,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,node9,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073
artifact774,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,node1,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,node9,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074
artifact775,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,node1,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,node9,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075
artifact776,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,node1,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,node9,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076
artifact777,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,node1,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,node9,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077
artifact778,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,node1,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,node9,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078
artifact779,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,node1,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,node9,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079
artifact78,378,378,378,378,378,378,378,378,378,378,node1,378,378,378,378,378,378,378,378,378,378,node9,378,378,378,378,378,378,378,378,378,378
artifact780,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,node1,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,node9,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080
artifact781,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,node1,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,node9,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081
artifact782,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,node1,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,node9,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082
artifact783,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,node1,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,node9,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083
artifact784,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,node1,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,node9,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084
artifact785,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,node1,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,node9,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085
artifact786,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,node1,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,node9,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086
artifact787,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,node1,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,node9,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087
artifact788,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,node1,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,node9,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088
artifact789,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,node1,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,node9,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089
artifact79,379,379,379,379,379,379,379,379,379,379,node1,379,379,379,379,379,379,379,379,379,379,node9,379,379,379,379,379,379,379,379,379,379
artifact790,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,node1,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,node9,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090
artifact791,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,node1,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,node9,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091
artifact792,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,node1,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,node9,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092
artifact793,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,node1,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,node9,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093
artifact794,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,node1,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,node9,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094
artifact795,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,node1,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,node9,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095
artifact796,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,node1,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,node9,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096
artifact797,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,node1,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097,node9,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097
artifact798,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,node1,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,node9,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098
artifact799,1099,1099,1099,1099,1099,1099,1099,1099,1099,1099,node1,1099,1099,1099,1099,1099,1099,1099,1099,1099,1099,node9,1099,1099,1099,1099,1099,1099,1099,1099,1099,1099
artifact8,308,308,308,308,308,308,308,308,308,308,node1,308,308,308,308,308,308,308,308,308,308,node9,308,308,308,308,308,308,308,308,308,308
artifact80,380,380,380,380,380,380,380,380,380,380,node1,380,380,380,380,380,380,380,380,380,380,node9,380,380,380,380,380,380,380,380,380,380
artifact800,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,node1,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,node9,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
artifact801,1101,1101,1101,1101,1101,1101,1101,1101,1101,1101,node1,1101,1101,1101,1101,1101,1101,1101,1101,1101,1101,node9,1101,1101,1101,1101,1101,1101,1101,1101,1101,1101
artifact802,1102,1102,1102,1102,1102,1102,1102,1102,1102,1102,node1,1102,1102,1102,1102,1102,1102,1102,1102,1102,1102,node9,1102,1102,1102,1102,1102,1102,1102,1102,1102,1102
artifact803,1103,1103,1103,1103,1103,1103,1103,1103,1103,1103,node1,1103,1103,1103,1103,1103,1103,1103,1103,1103,1103,node9,1103,1103,1103,1103,1103,1103,1103,1103,1103,1103
artifact804,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,node1,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,node9,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104
artifact805,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,node1,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105,node9,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105
artifact806,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106,node1,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106,node9,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106
artifact807,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,node1,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107,node9,1107,1107,1107,1107,1107,1107,1107,1107,1107,1107
artifact808,1108,1108,1108,1108,1108,1108,1108,1108,1108,1108,node1,1108,1108,1108,1108,1108,1108,1108,1108,1108,1108,node9,1108,1108,1108,1108,1108,1108,1108,1108,1108,1108
artifact809,1109,1109,1109,1109,1109,1109,1109,1109,1109,1109,node1,1109,1109,1109,1109,1109,1109,1109,1109,1109,1109,node9,1109,1109,1109,1109,1109,1109,1109,1109,1109,1109
artifact81,381,381,381,381,381,381,381,381,381,381,node1,381,381,381,381,381,381,381,381,381,381,node9,381,381,381,381,381,381,381,381,381,381
artifact810,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,node1,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,node9,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110
artifact811,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111,node1,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111,node9,1111,1111,1111,1111,1111,1111,1111,1111,1111,1111
artifact812,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,node1,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,node9,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112
artifact813,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,node1,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113,node9,1113,1113,1113,1113,1113,1113,1113,1113,1113,1113
artifact814,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114,node1,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114,node9,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114
artifact815,1115,1115,1115,1115,1115,1115,1115,1115,1115,1115,node1,1115,1115,1115,1115,1115,1115,1115,1115,1115,1115,node9,1115,1115,1115,1115,1115,1115,1115,1115,1115,1115
artifact816,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,node1,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,node9,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116
artifact817,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,node1,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,node9,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117
artifact818,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,node1,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118,node9,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118
artifact819,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,node1,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119,node9,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119
artifact82,382,382,382,382,382,382,382,382,382,382,node1,382,382,382,382,382,382,382,382,382,382,node9,382,382,382,382,382,382,382,382,382,382
artifact820,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,node1,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,node9,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120
artifact821,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,node1,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,node9,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121
artifact822,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,node1,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,node9,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122
artifact823,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,node1,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123,node9,1123,1123,1123,1123,1123,1123,1123,1123,1123,1123
artifact824,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,node1,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124,node9,1124,1124,1124,1124,1124,1124,1124,1124,1124,1124
artifact825,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,node1,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125,node9,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125
artifact826,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,node1,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126,node9,1126,1126,1126,1126,1126,1126,1126,1126,1126,1126
artifact827,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,node1,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127,node9,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127
artifact828,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,node1,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,node9,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128
artifact829,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,node1,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129,node9,1129,1129,1129,1129,1129,1129,1129,1129,1129,1129
artifact83,383,383,383,383,383,383,383,383,383,383,node1,383,383,383,383,383,383,383,383,383,383,node9,383,383,383,383,383,383,383,383,383,383
artifact830,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,node1,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130,node9,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130
artifact831,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,node1,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,node9,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131
artifact832,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,node1,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,node9,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132
artifact833,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,node1,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,node9,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133
artifact834,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,node1,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,node9,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134
artifact835,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,node1,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,node9,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135
artifact836,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,node1,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136,node9,1136,1136,1136,1136,1136,1136,1136,1136,1136,1136
artifact837,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,node1,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,node9,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137
artifact838,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,node1,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,node9,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138
artifact839,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,node1,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139,node9,1139,1139,1139,1139,1139,1139,1139,1139,1139,1139
artifact84,384,384,384,384,384,384,384,384,384,384,node1,384,384,384,384,384,384,384,384,384,384,node9,384,384,384,384,384,384,384,384,384,384
artifact840,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,node1,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,node9,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140
artifact841,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,node1,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141,node9,1141,1141,1141,1141,1141,1141,1141,1141,1141,1141
artifact842,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,node1,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142,node9,1142,1142,1142,1142,1142,1142,1142,1142,1142,1142
artifact843,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,node1,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143,node9,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143
